Date,Block,Lure,Date.Lure.Set,Time,Expt,Site,Lat,Lon,Elevation,Osmoderma_spp,Elater_abruptus,Bycatch
6/3/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/4/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/4/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/4/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/4/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/4/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/4/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/4/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/4/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/5/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/5/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/5/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/5/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/5/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/5/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/5/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/5/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/6/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/6/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/6/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/6/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/6/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/6/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/6/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/6/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/7/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/7/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/7/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/7/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/7/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/7/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/7/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/7/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/8/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/8/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/8/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/8/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/8/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/8/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/8/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/8/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/9/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/9/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/9/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/9/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/9/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/9/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/9/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/9/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/10/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/10/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/10/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/10/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/10/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/10/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/10/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/10/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/11/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/11/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/11/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/11/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/11/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/11/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/11/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/11/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/12/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/12/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/12/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/12/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/12/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/12/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/12/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/12/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/13/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/13/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/13/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/13/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/13/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/13/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/13/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/13/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/14/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/14/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/14/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/14/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/14/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/14/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/14/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/14/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/15/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/15/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/15/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/15/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/15/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/15/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/15/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/15/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/16/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/16/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/16/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/16/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/16/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/16/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/16/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/16/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/17/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/17/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/17/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/17/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/17/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/17/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/17/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/17/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/18/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/18/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/18/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/18/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/18/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/18/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/18/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/18/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/19/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/19/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/19/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/19/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/19/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/19/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/19/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/19/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/20/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/20/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/20/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/20/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/20/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/20/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/20/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/20/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/21/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/21/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/21/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/21/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/21/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/21/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/21/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/21/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/22/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/22/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/22/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/22/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/22/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/22/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/22/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/22/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/23/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/23/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/23/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/23/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/23/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/23/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/23/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/23/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/24/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/24/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/24/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/24/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/24/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/24/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/24/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/24/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/25/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/25/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/25/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/25/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/25/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/25/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/25/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/25/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/26/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/26/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/26/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/26/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/26/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/26/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/26/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/26/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/27/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/27/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/27/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/27/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/27/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/27/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/27/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/27/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/28/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/28/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/28/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/28/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/28/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/28/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/28/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
6/28/2025,1,Control,31-May-25,10:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/29/2025,1,Control,31-May-25,9:20 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,1,2
6/29/2025,1,Control,31-May-25,9:10 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/29/2025,1,Control,31-May-25,12:50 PM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/29/2025,1,Control,31-May-25,9:07 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,3
6/29/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,0
6/29/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,2
6/29/2025,1,Control,31-May-25,9:00 AM,2025GDL,Stone Valley,40.644105,-77.927367,245.825562,0,0,1
